School Code,School,Attendance Year,School Type,School Category,Remoteness Area,Region,Local Government Area,State Electorate,FTE Days Attended,Possible Attendance Days,Attendance Rate,Official Low Year Level,Official High Year Level,Suburb,Post Code,All Student Count,Longitude,Latitude
1324,Mission Beach State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,27078.0,29707.0,91.2,Prep Year,Year 6,Wongaling Beach,4852,324.0,146.092576,-17.90429
1324,Mission Beach State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,27853.5,30318.0,91.9,Prep Year,Year 6,Wongaling Beach,4852,324.0,146.092576,-17.90429
1324,Mission Beach State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,28035.5,30540.0,91.8,Prep Year,Year 6,Wongaling Beach,4852,324.0,146.092576,-17.90429
1324,Mission Beach State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,28514.5,30913.0,92.2,Prep Year,Year 6,Wongaling Beach,4852,324.0,146.092576,-17.90429
1919,Mistake Creek State School,2015,State School,Primary,Very Remote Australia,Central Queensland,Isaac (R),Burdekin,1070.5,1152.0,92.9,Early Childhood,Year 6,Clermont,4721,13.0,147.083309,-22.988983
1919,Mistake Creek State School,2016,State School,Primary,Very Remote Australia,Central Queensland,Isaac (R),Burdekin,1474.5,1594.0,92.5,Early Childhood,Year 6,Clermont,4721,13.0,147.083309,-22.988983
1919,Mistake Creek State School,2017,State School,Primary,Very Remote Australia,Central Queensland,Isaac (R),Burdekin,1247.0,1309.0,95.3,Early Childhood,Year 6,Clermont,4721,13.0,147.083309,-22.988983
1919,Mistake Creek State School,2018,State School,Primary,Very Remote Australia,Central Queensland,Isaac (R),Burdekin,1599.0,1683.0,95.0,Early Childhood,Year 6,Clermont,4721,13.0,147.083309,-22.988983
1919,Mistake Creek State School,2019,State School,Primary,Very Remote Australia,Central Queensland,Isaac (R),Burdekin,1088.0,1234.0,88.2,Early Childhood,Year 6,Clermont,4721,13.0,147.083309,-22.988983
27,Mitchell State School,2015,State School,Combined,Very Remote Australia,Darling Downs South West,Maranoa (R),Warrego,11743.5,13017.0,90.2,Prep Year,Year 10,Mitchell,4465,137.0,147.97152,-26.488567
27,Mitchell State School,2016,State School,Combined,Very Remote Australia,Darling Downs South West,Maranoa (R),Warrego,11834.5,13228.0,89.5,Prep Year,Year 10,Mitchell,4465,137.0,147.97152,-26.488567
27,Mitchell State School,2017,State School,Combined,Very Remote Australia,Darling Downs South West,Maranoa (R),Warrego,11667.0,13121.0,88.9,Prep Year,Year 10,Mitchell,4465,137.0,147.97152,-26.488567
27,Mitchell State School,2018,State School,Combined,Very Remote Australia,Darling Downs South West,Maranoa (R),Warrego,12085.0,13791.0,87.6,Prep Year,Year 10,Mitchell,4465,137.0,147.97152,-26.488567
27,Mitchell State School,2019,State School,Combined,Very Remote Australia,Darling Downs South West,Maranoa (R),Warrego,11142.0,12847.0,86.7,Prep Year,Year 10,Mitchell,4465,137.0,147.97152,-26.488567
3005,Mitchelton Special School,2015,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,11666.0,12865.0,90.7,Early Childhood,Year 12,Mitchelton,4053,168.0,152.975668,-27.413026
3005,Mitchelton Special School,2016,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,12074.0,13035.0,92.6,Early Childhood,Year 12,Mitchelton,4053,168.0,152.975668,-27.413026
3005,Mitchelton Special School,2017,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,12349.0,13446.0,91.8,Early Childhood,Year 12,Mitchelton,4053,168.0,152.975668,-27.413026
3005,Mitchelton Special School,2018,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,13093.5,14491.5,90.4,Early Childhood,Year 12,Mitchelton,4053,168.0,152.975668,-27.413026
3005,Mitchelton Special School,2019,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,11006.0,12267.5,89.7,Early Childhood,Year 12,Mitchelton,4053,168.0,152.975668,-27.413026
2040,Mitchelton State High School,2015,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,35128.0,39782.0,88.3,Year 7,Year 12,Mitchelton,4053,452.0,152.965912,-27.410488
2040,Mitchelton State High School,2016,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,33449.5,37843.0,88.4,Year 7,Year 12,Mitchelton,4053,452.0,152.965912,-27.410488
2040,Mitchelton State High School,2017,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,38146.0,42853.0,89.0,Year 7,Year 12,Mitchelton,4053,452.0,152.965912,-27.410488
2040,Mitchelton State High School,2018,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,46046.0,51844.5,88.8,Year 7,Year 12,Mitchelton,4053,452.0,152.965912,-27.410488
2040,Mitchelton State High School,2019,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,41070.5,46161.5,89.0,Year 7,Year 12,Mitchelton,4053,452.0,152.965912,-27.410488
1538,Mitchelton State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,32059.0,34004.0,94.3,Prep Year,Year 6,Mitchelton,4053,544.0,152.969747,-27.413166
1538,Mitchelton State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,34419.0,36776.0,93.6,Prep Year,Year 6,Mitchelton,4053,544.0,152.969747,-27.413166
1538,Mitchelton State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,40548.0,43160.0,93.9,Prep Year,Year 6,Mitchelton,4053,544.0,152.969747,-27.413166
1538,Mitchelton State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,47916.5,51105.0,93.8,Prep Year,Year 6,Mitchelton,4053,544.0,152.969747,-27.413166
1538,Mitchelton State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,47132.0,50414.0,93.5,Prep Year,Year 6,Mitchelton,4053,544.0,152.969747,-27.413166
701,Moffatdale State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,4697.0,5077.0,92.5,Prep Year,Year 6,Moffatdale,4605,36.0,152.011754,-26.305954
701,Moffatdale State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,5181.5,5644.5,91.8,Prep Year,Year 6,Moffatdale,4605,36.0,152.011754,-26.305954
701,Moffatdale State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,4082.0,4385.0,93.1,Prep Year,Year 6,Moffatdale,4605,36.0,152.011754,-26.305954
701,Moffatdale State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,4087.0,4403.0,92.8,Prep Year,Year 6,Moffatdale,4605,36.0,152.011754,-26.305954
701,Moffatdale State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,3483.0,3819.0,91.2,Prep Year,Year 6,Moffatdale,4605,36.0,152.011754,-26.305954
73,Moggill State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Moggill,59507.5,62820.5,94.7,Prep Year,Year 6,Moggill,4070,765.0,152.877617,-27.569261
73,Moggill State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Moggill,61222.5,64282.0,95.2,Prep Year,Year 6,Moggill,4070,765.0,152.877617,-27.569261
73,Moggill State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Moggill,65352.5,68558.0,95.3,Prep Year,Year 6,Moggill,4070,765.0,152.877617,-27.569261
73,Moggill State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Moggill,71441.5,75156.0,95.1,Prep Year,Year 6,Moggill,4070,765.0,152.877617,-27.569261
73,Moggill State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Moggill,69206.5,73273.0,94.5,Prep Year,Year 6,Moggill,4070,765.0,152.877617,-27.569261
417,Monkland State School,2015,State School,Primary,Inner Regional Australia,North Coast,Gympie (R),Gympie,7649.0,8406.0,91.0,Prep Year,Year 6,Monkland,4570,98.0,152.685981,-26.213842
417,Monkland State School,2016,State School,Primary,Inner Regional Australia,North Coast,Gympie (R),Gympie,6763.0,7442.0,90.9,Prep Year,Year 6,Monkland,4570,98.0,152.685981,-26.213842
417,Monkland State School,2017,State School,Primary,Inner Regional Australia,North Coast,Gympie (R),Gympie,7044.0,7663.0,91.9,Prep Year,Year 6,Monkland,4570,98.0,152.685981,-26.213842
417,Monkland State School,2018,State School,Primary,Inner Regional Australia,North Coast,Gympie (R),Gympie,7147.5,7951.0,89.9,Prep Year,Year 6,Monkland,4570,98.0,152.685981,-26.213842
417,Monkland State School,2019,State School,Primary,Inner Regional Australia,North Coast,Gympie (R),Gympie,7706.0,8494.0,90.7,Prep Year,Year 6,Monkland,4570,98.0,152.685981,-26.213842
1513,Monogorilby State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,North Burnett (R),Callide,2016.5,2261.0,89.2,Early Childhood,Year 6,Monogorilby,4626,6.0,151.00847,-26.05484
1513,Monogorilby State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,North Burnett (R),Callide,1344.0,1464.0,91.8,Early Childhood,Year 6,Monogorilby,4626,6.0,151.00847,-26.05484
1513,Monogorilby State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,North Burnett (R),Callide,1122.0,1204.0,93.2,Early Childhood,Year 6,Monogorilby,4626,6.0,151.00847,-26.05484
1513,Monogorilby State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,North Burnett (R),Callide,654.5,710.0,92.2,Early Childhood,Year 6,Monogorilby,4626,6.0,151.00847,-26.05484
1513,Monogorilby State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,North Burnett (R),Callide,510.5,555.0,92.0,Early Childhood,Year 6,Monogorilby,4626,6.0,151.00847,-26.05484
2098,Monto State High School,2015,State High School,Secondary,Outer Regional Australia,Central Queensland,North Burnett (R),Callide,15268.0,16415.0,93.0,Year 7,Year 12,Monto,4630,158.0,151.118564,-24.869915
2098,Monto State High School,2016,State High School,Secondary,Outer Regional Australia,Central Queensland,North Burnett (R),Callide,14137.0,15438.0,91.6,Year 7,Year 12,Monto,4630,158.0,151.118564,-24.869915
2098,Monto State High School,2017,State High School,Secondary,Outer Regional Australia,Central Queensland,North Burnett (R),Callide,13955.5,15221.0,91.7,Year 7,Year 12,Monto,4630,158.0,151.118564,-24.869915
2098,Monto State High School,2018,State High School,Secondary,Outer Regional Australia,Central Queensland,North Burnett (R),Callide,13540.0,14674.0,92.3,Year 7,Year 12,Monto,4630,158.0,151.118564,-24.869915
2098,Monto State High School,2019,State High School,Secondary,Outer Regional Australia,Central Queensland,North Burnett (R),Callide,13610.0,14795.0,92.0,Year 7,Year 12,Monto,4630,158.0,151.118564,-24.869915
1831,Monto State School,2015,State School,Primary,Outer Regional Australia,Central Queensland,North Burnett (R),Callide,8022.5,8597.5,93.3,Prep Year,Year 6,Monto,4630,127.0,151.118232,-24.867866
1831,Monto State School,2016,State School,Primary,Outer Regional Australia,Central Queensland,North Burnett (R),Callide,8773.0,9451.5,92.8,Prep Year,Year 6,Monto,4630,127.0,151.118232,-24.867866
1831,Monto State School,2017,State School,Primary,Outer Regional Australia,Central Queensland,North Burnett (R),Callide,9370.0,10121.5,92.6,Prep Year,Year 6,Monto,4630,127.0,151.118232,-24.867866
1831,Monto State School,2018,State School,Primary,Outer Regional Australia,Central Queensland,North Burnett (R),Callide,11296.0,12115.5,93.2,Prep Year,Year 6,Monto,4630,127.0,151.118232,-24.867866
1831,Monto State School,2019,State School,Primary,Outer Regional Australia,Central Queensland,North Burnett (R),Callide,10853.0,11684.0,92.9,Prep Year,Year 6,Monto,4630,127.0,151.118232,-24.867866
776,Montville State School,2015,State School,Primary,Inner Regional Australia,North Coast,Sunshine Coast (R),Glass House,11845.0,13106.0,90.4,Prep Year,Year 6,Montville,4560,81.0,152.893077,-26.688654
776,Montville State School,2016,State School,Primary,Inner Regional Australia,North Coast,Sunshine Coast (R),Glass House,11095.0,11969.0,92.7,Prep Year,Year 6,Montville,4560,81.0,152.893077,-26.688654
776,Montville State School,2017,State School,Primary,Inner Regional Australia,North Coast,Sunshine Coast (R),Glass House,8957.0,9904.0,90.4,Prep Year,Year 6,Montville,4560,81.0,152.893077,-26.688654
776,Montville State School,2018,State School,Primary,Inner Regional Australia,North Coast,Sunshine Coast (R),Glass House,7542.5,8315.0,90.7,Prep Year,Year 6,Montville,4560,81.0,152.893077,-26.688654
776,Montville State School,2019,State School,Primary,Inner Regional Australia,North Coast,Sunshine Coast (R),Glass House,6712.0,7493.0,89.6,Prep Year,Year 6,Montville,4560,81.0,152.893077,-26.688654
1818,Mooloolaba State School,2015,State School,Primary,Major Cities of Australia,North Coast,Sunshine Coast (R),Maroochydore,57731.0,62060.0,93.0,Prep Year,Year 6,Mooloolaba,4557,705.0,153.113718,-26.678458
1818,Mooloolaba State School,2016,State School,Primary,Major Cities of Australia,North Coast,Sunshine Coast (R),Maroochydore,57785.5,61661.0,93.7,Prep Year,Year 6,Mooloolaba,4557,705.0,153.113718,-26.678458
1818,Mooloolaba State School,2017,State School,Primary,Major Cities of Australia,North Coast,Sunshine Coast (R),Maroochydore,56765.5,60637.0,93.6,Prep Year,Year 6,Mooloolaba,4557,705.0,153.113718,-26.678458
1818,Mooloolaba State School,2018,State School,Primary,Major Cities of Australia,North Coast,Sunshine Coast (R),Maroochydore,63585.5,68211.0,93.2,Prep Year,Year 6,Mooloolaba,4557,705.0,153.113718,-26.678458
1818,Mooloolaba State School,2019,State School,Primary,Major Cities of Australia,North Coast,Sunshine Coast (R),Maroochydore,61952.5,66397.0,93.3,Prep Year,Year 6,Mooloolaba,4557,705.0,153.113718,-26.678458
309,Mooloolah State School,2015,State School,Primary,Inner Regional Australia,North Coast,Sunshine Coast (R),Glass House,15227.0,16308.0,93.4,Prep Year,Year 6,Mooloolah Valley,4553,210.0,152.958259,-26.769062
309,Mooloolah State School,2016,State School,Primary,Inner Regional Australia,North Coast,Sunshine Coast (R),Glass House,14939.0,16223.0,92.1,Prep Year,Year 6,Mooloolah Valley,4553,210.0,152.958259,-26.769062
309,Mooloolah State School,2017,State School,Primary,Inner Regional Australia,North Coast,Sunshine Coast (R),Glass House,16140.0,17469.0,92.4,Prep Year,Year 6,Mooloolah Valley,4553,210.0,152.958259,-26.769062
309,Mooloolah State School,2018,State School,Primary,Inner Regional Australia,North Coast,Sunshine Coast (R),Glass House,18474.0,20462.0,90.3,Prep Year,Year 6,Mooloolah Valley,4553,210.0,152.958259,-26.769062
309,Mooloolah State School,2019,State School,Primary,Inner Regional Australia,North Coast,Sunshine Coast (R),Glass House,18159.5,20252.0,89.7,Prep Year,Year 6,Mooloolah Valley,4553,210.0,152.958259,-26.769062
511,Moonie State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,3394.5,3552.0,95.6,Early Childhood,Year 6,Moonie,4406,30.0,150.373238,-27.713809
511,Moonie State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,3773.5,3979.0,94.8,Early Childhood,Year 6,Moonie,4406,30.0,150.373238,-27.713809
511,Moonie State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,3070.0,3223.0,95.3,Early Childhood,Year 6,Moonie,4406,30.0,150.373238,-27.713809
511,Moonie State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,2515.5,2673.0,94.1,Early Childhood,Year 6,Moonie,4406,30.0,150.373238,-27.713809
511,Moonie State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,2270.0,2476.0,91.7,Early Childhood,Year 6,Moonie,4406,30.0,150.373238,-27.713809
1739,Moore Park Beach State School,2019,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,15852.0,17388.0,91.2,Prep Year,Year 6,Moore Park Beach,4670,182.0,152.255222,-24.709673
1739,Moore Park State School,2015,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,21210.5,23309.0,91.0,Prep Year,Year 6,Moore Park Beach,4670,182.0,152.255222,-24.709673
1739,Moore Park State School,2016,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,18840.0,20359.0,92.5,Prep Year,Year 6,Moore Park Beach,4670,182.0,152.255222,-24.709673
1739,Moore Park State School,2017,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,19189.0,20777.0,92.4,Prep Year,Year 6,Moore Park Beach,4670,182.0,152.255222,-24.709673
1739,Moore Park State School,2018,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,17800.5,19552.0,91.0,Prep Year,Year 6,Moore Park Beach,4670,182.0,152.255222,-24.709673
